OG0000141_01	XP_001660017.2	100	LOC5571920	putative helicase mov-10-B.1
OG0000142_00	XP_021697768.1	89.5	LOC5574979	zinc finger protein 91
OG0000142_01	XP_021699290.1	97.8	LOC5580060	zinc finger protein 91
OG0000142_02	XP_019533176.3	95.9	LOC109404708	transcription factor grauzone
OG0000142_03	XP_053693489.1	91.2	LOC128741582	zinc finger protein 62 homolog
OG0000143_00	XP_062705827.1	81.6	LOC109416379	putative odorant receptor 71a
OG0000143_01	XP_019545982.3	71.9	LOC109416399	putative odorant receptor 71a
OG0000145_00	XP_001651985.1	100	LOC5568049	very-long-chain 3-oxoacyl-CoA reductase
OG0000145_01	XP_021703814.1	96.2	LOC5565914	inactive hydroxysteroid dehydrogenase-like protein 1
OG0000145_02	XP_555630.4	99.0	LOC1278075	inactive hydroxysteroid dehydrogenase-like protein 1
OG0000146_00	XP_029730843.2	97.2	LOC109408717	uncharacterized LOC109408717
OG0000147_00	XP_038120837.1	93.6	LOC6054388	uncharacterized LOC6054388
OG0000148_00	XP_038113912.1	94.9	LOC6049069	uncharacterized LOC6049069
OG0000149_00	XP_019543734.2	86.7	LOC109414379	adult-specific cuticular protein ACP-20-like
OG0000150_00	XP_038104254.1	97.2	LOC6039912	zinc finger protein 878
OG0000150_01	XP_001657699.2	99.2	LOC5567797	zinc finger protein 665
OG0000150_02	XP_029717207.2	95.6	LOC115260387	zinc finger protein 836
OG0000152_00	XP_003435876.1	98.9	LOC11175559	putative nuclease HARBI1
OG0000154_00	XP_061499602.1	87.9	LOC5666916	protein spinster
OG0000155_00	XP_053686832.1	100	LOC128736381	uncharacterized LOC128736381
OG0000156_00	XP_021708001.1	99.4	LOC110678833	uncharacterized LOC110678833
OG0000156_01	XP_061517202.1	98.9	LOC133393941	uncharacterized LOC133393941
OG0000158_00	XP_001689126.3	94.8	LOC5667430	osteomodulin
OG0000159_00	XP_001662764.2	93.0	LOC5576609	vasorin
OG0000160_00	XP_061512541.1	80.2	LOC133393098	uncharacterized LOC133393098
OG0000162_00	XP_001663424.2	98.3	LOC5577552	acidic endochitinase SP2
OG0000166_00	XP_019551524.3	94.0	LOC109421484	uncharacterized LOC109421484
OG0000167_00	XP_019557852.3	94.3	LOC109426767	transcription factor grauzone
OG0000168_00	XP_001650701.1	99.5	LOC5566318	E3 ubiquitin-protein ligase KCMF1
OG0000171_00	XP_021699359.1	98.0	LOC5578871	uncharacterized LOC5578871
OG0000171_01	XP_029735286.2	99.9	LOC115270181	putative ankyrin repeat protein RF_0381
OG0000173_00	XP_053683671.1	92.5	LOC128733857	transmembrane protease serine 9-like
OG0000173_01	XP_001842728.2	97.1	LOC6032062	serine protease grass
OG0000174_00	XP_021695331.1	100	LOC110675216	uncharacterized LOC110675216
OG0000175_00	XP_001654941.1	99.3	LOC5573906	adult cuticle protein 1
OG0000176_00	XP_001658665.2	100	LOC5569642	alkyldihydroxyacetonephosphate synthase
OG0000176_01	XP_021693470.1	98.6	Agps	alkyldihydroxyacetonephosphate synthase
OG0000178_00	XP_001653682.1	100	LOC5571537	probable cytochrome P450 6a14
OG0000179_00	XP_001655128.2	99.7	LOC5574468	esterase B1
OG0000179_01	XP_001655125.2	100	LOC5574471	esterase B1
OG0000180_00	XP_001651150.1	98.9	LOC5566740	trypsin alpha-3
OG0000181_00	XP_038106197.1	99.8	LOC6034652	glutactin
OG0000182_00	XP_061505786.1	78.1	LOC1269486	jerky protein homolog-like
OG0000183_00	XP_035910508.1	96.2	LOC118511477	esterase 6-like
OG0000183_01	XP_019538711.3	97.2	LOC109409691	juvenile hormone esterase
OG0000184_00	XP_061500237.1	94.9	LOC133391293	uncharacterized LOC133391293
OG0000186_00	XP_035890527.1	98.3	LOC118502410	uncharacterized LOC118502410
OG0000190_00	XP_001661969.1	100	LOC5575453	probable cytochrome P450 9f2
OG0000191_00	XP_001848044.2	100	LOC6038215	lipase member H
OG0000191_01	XP_053686691.1	100	LOC128736237	pancreatic triacylglycerol lipase-like
OG0000192_00	XP_062713391.1	74.6	LOC115261320	glutamate receptor ionotropic, NMDA 1-like
OG0000193_00	XP_062717024.1	98.8	LOC115259831	uncharacterized LOC115259831
OG0000194_00	XP_053689880.1	99.6	LOC128738619	esterase B1-like
OG0000194_01	XP_021709265.1	99.2	LOC5563699	juvenile hormone esterase
OG0000194_02	XP_001649652.1	99.7	LOC5565319	para-nitrobenzyl esterase
OG0000195_00	XP_021710140.1	92.4	Gr26	gustatory receptor 26
OG0000195_01	XP_061503536.1	97.7	LOC1282043	uncharacterized LOC1282043
OG0000196_00	XP_001653467.1	100	LOC5571152	gametocyte-specific factor 1 homolog
OG0000196_01	XP_019555490.3	97.6	LOC115268708	serine/arginine repetitive matrix protein 5
OG0000197_00	XP_021699373.1	99.4	LOC110676302	uncharacterized LOC110676302
OG0000197_01	XP_021706503.1	99.0	LOC110678189	uncharacterized LOC110678189
OG0000198_00	XP_029709231.1	96.3	SP555	SPRY domain-containing SOCS box protein SP555
OG0000205_00	XP_019539911.3	99.8	LOC109410832	probable 4-coumarate--CoA ligase 3
OG0000205_01	XP_061511435.1	99.3	LOC1275412	probable 4-coumarate--CoA ligase 3
OG0000206_00	XP_053693183.1	99.5	LOC128741407	CLIP domain-containing serine protease B4-like
OG0000207_00	XP_001688083.2	93.3	LOC5666987	uncharacterized LOC5666987
OG0000209_00	XP_021706633.1	98.2	LOC23687556	cytochrome P450 4c21
OG0000209_01	XP_019558111.2	98.8	LOC109427016	cytochrome P450 4c21
OG0000210_00	XP_001648230.2	88.0	LOC5563908	uncharacterized LOC5563908
OG0000211_00	XP_001653256.1	97.7	LOC5570589	chymotrypsin
OG0000212_00	XP_053690940.1	81.8	LOC128739470	zinc finger protein 62 homolog
OG0000217_00	XP_021710176.1	100	LOC110679553	uncharacterized LOC110679553
OG0000218_00	XP_019554837.3	99.2	LOC109424203	uncharacterized LOC109424203
OG0000219_00	XP_029713303.2	97.0	LOC109402346	CUB and peptidase domain-containing protein 1
OG0000220_00	XP_021711298.1	100	LOC110679833	fatty acyl-CoA hydrolase precursor, medium chain-like
OG0000220_01	XP_001656535.1	99.8	LOC5577514	esterase E4
OG0000221_00	XP_001648129.1	99.5	LOC5579655	proton-coupled amino acid transporter-like protein CG1139
OG0000221_01	XP_021709820.1	99.8	LOC5579844	proton-coupled amino acid transporter-like protein CG1139
OG0000222_00	XP_035890559.1	87.0	LOC118502438	uncharacterized LOC118502438
OG0000223_00	XP_062710855.1	94.0	LOC109419306	odorant receptor 67d-like
OG0000224_00	XP_021705628.1	84.7	LOC5568368	uncharacterized LOC5568368
OG0000225_00	XP_053664786.1	79.3	Cpr92F	cuticular protein 92F
OG0000232_00	XP_053691700.1	80.4	LOC128740196	uncharacterized LOC128740196
OG0000233_00	XP_001653673.1	100	LOC5571528	probable cytochrome P450 6a14
OG0000233_01	XP_061510258.1	99.4	LOC5668323	probable cytochrome P450 6a14
OG0000234_00	XP_049465694.1	87.1	LOC120958753	uncharacterized LOC120958753
OG0000236_00	XP_062710977.1	98.3	LOC109398251	general odorant-binding protein 66-like
OG0000237_00	XP_021704638.1	86.7	LOC110677733	larval cuticle protein A3A-like
OG0000240_00	XP_001660250.1	100	LOC5579984	cuticle protein CP14.6
OG0000240_01	XP_001866494.1	92.9	LOC6049787	endocuticle structural glycoprotein SgAbd-2
OG0000241_00	XP_001648322.2	96.6	LOC5564001	zinc finger protein 501
OG0000242_00	XP_021703947.1	74.6	LOC110677224	uncharacterized LOC110677224
OG0000242_01	XP_021703621.1	93.1	LOC110677139	uncharacterized LOC110677139
OG0000243_00	XP_021703691.1	93.1	LOC5569810	uncharacterized LOC5569810
OG0000243_01	XP_001653023.1	100	LOC5569807	uncharacterized LOC5569807
OG0000243_02	XP_040168003.1	97.6	LOC120902961	uncharacterized LOC120902961
OG0000246_00	XP_001649100.3	100	LOC5564764	cytochrome P450 9e2
OG0000246_01	XP_551896.3	98.9	LOC3291548	probable cytochrome P450 9f2
OG0000246_02	XP_001649098.2	100	LOC5564763	probable cytochrome P450 9f2
OG0000247_00	XP_061518463.1	91.4	LOC1280566	zinc finger protein 771
OG0000248_00	XP_001866343.2	99.6	LOC6049616	cytochrome P450 4C1
OG0000249_00	XP_001652121.2	100	LOC5568182	chymotrypsin-2
OG0000249_01	XP_001662076.1	99.6	LOC5580217	chymotrypsin-2
OG0000251_00	XP_029708451.2	100	LOC109417694	glutathione S-transferase 1
OG0000252_00	XP_001661669.2	100	LOC5574845	clavesin-1
OG0000252_01	XP_021696258.1	99.7	LOC5574849	clavesin-2
OG0000253_00	XP_001652486.1	100	LOC5568652	probable cytochrome P450 28a5
OG0000254_00	XP_062700184.1	96.1	LOC109402651	cathepsin B-like
OG0000255_00	XP_001650616.1	100	LOC5566228	40S ribosomal protein S14
OG0000256_00	XP_001651976.1	100	CheA7a	Chemosensory protein A 7a
OG0000256_01	XP_551661.4	98.3	CheA7a	Chemosensory protein A 7a
OG0000257_00	XP_019544916.2	98.6	LOC109415488	general odorant-binding protein 19d-like
OG0000259_00	XP_021703132.1	100	LOC5571544	probable cytochrome P450 6d4
OG0000260_00	XP_053692836.1	98.3	LOC128741218	cytochrome P450 CYP12A2-like
OG0000262_00	XP_001659339.1	89.2	LOC5570754	transcription factor grauzone
OG0000263_00	XP_053698920.1	80.2	LOC128745879	uncharacterized LOC128745879
OG0000267_00	XP_061503206.1	87.2	LOC133391654	uncharacterized LOC133391654
OG0000268_00	XP_001662566.2	99.4	LOC5576277	4-coumarate--CoA ligase
OG0000268_01	XP_021698494.1	99.6	LOC5574006	probable 4-coumarate--CoA ligase 1
OG0000269_00	XP_050074964.1	81.8	LOC126562485	uncharacterized LOC126562485
OG0000271_00	XP_021708323.1	80.9	LOC5577135	uncharacterized LOC5577135
OG0000271_01	XP_035912643.1	99.5	LOC118512380	uncharacterized LOC118512380
OG0000272_00	XP_038111635.1	99.9	LOC6034864	fatty acid synthase
OG0000273_00	XP_001869934.2	96.8	LOC6053931	uncharacterized LOC6053931
OG0000274_00	XP_001660379.1	100	LOC5572427	UDP-glucuronosyltransferase 2A3
OG0000274_01	XP_062703700.1	99.6	LOC115255069	uncharacterized LOC115255069
OG0000274_02	XP_021702424.1	99.6	LOC5572436	UDP-glucuronosyltransferase 2C1
OG0000275_00	XP_055546412.1	67.6	LOC129730845	vitelline membrane protein 15a-2-like
OG0000276_00	XP_050073777.1	76.1	LOC126561585	uncharacterized LOC126561585
OG0000278_00	XP_038117899.1	77.2	LOC6037671	uncharacterized LOC6037671
OG0000279_00	XP_029721384.2	87.4	LOC109401310	GDNF-inducible zinc finger protein 1
OG0000279_01	XP_053688537.1	91.3	LOC128737825	gastrula zinc finger protein XlCGF46.1-like
OG0000281_00	XP_021696233.1	99.6	LOC110675454	uncharacterized LOC110675454
OG0000282_00	XP_001658805.1	100	LOC5569908	clavesin-1
OG0000282_01	XP_029727588.2	100	LOC115265780	clavesin-1
OG0000282_02	XP_001658804.1	100	LOC5569907	alpha-tocopherol transfer protein
OG0000283_00	XP_053686793.1	95.9	LOC128736341	uncharacterized LOC128736341
OG0000284_00	XP_001649170.2	99.8	LOC5564836	nose resistant to fluoxetine protein 6
OG0000285_00	XP_021694259.1	97.1	LOC5564206	uncharacterized LOC5564206
OG0000294_00	XP_001867568.2	94.6	LOC6051082	zinc finger protein 37
OG0000295_00	XP_001842608.2	99.3	LOC6031922	ficolin-1
OG0000296_00	XP_035890612.1	98.5	LOC118502487	uncharacterized LOC118502487
OG0000297_00	XP_019557684.2	86.7	LOC109426604	cuticle protein 16.5
OG0000298_00	XP_021698830.1	99.4	LOC5571710	myrosinase 1
OG0000298_01	XP_001650340.2	99.4	LOC5565972	myrosinase 1
OG0000299_00	XP_001863868.2	90.3	LOC6046707	larval cuticle protein A2B
OG0000300_00	XP_029734531.2	56.1	LOC115269876	uncharacterized LOC115269876
OG0000301_00	XP_053688401.1	100	LOC128737727	ficolin-2-like
OG0000301_01	XP_035919783.1	89.7	LOC118517601	microfibril-associated glycoprotein 4-like
OG0000302_00	XP_021695298.1	99.4	LOC110675195	uncharacterized LOC110675195
OG0000302_01	XP_029710590.2	98.1	LOC115256357	uncharacterized LOC115256357
OG0000303_00	XP_053693449.1	97.2	LOC128741560	37 kDa salivary gland allergen Aed a 2-like
OG0000304_00	XP_019555772.2	99.8	LOC109425029	serine protease gd
OG0000305_00	XP_035909938.1	91.9	LOC118511223	uncharacterized LOC118511223
OG0000306_00	XP_001870800.1	99.2	LOC6042797	27 kDa hemolymph protein
OG0000307_00	XP_001663443.1	100	LOC5577570	collagenase
OG0000307_01	XP_001846627.2	99.2	LOC6036595	collagenase
OG0000308_00	XP_001849498.1	82.1	Ref1	RNA and export factor binding protein 1
OG0000309_00	XP_001648541.3	98.1	LOC5564201	serine protease easter
OG0000309_01	XP_001648544.2	99.2	LOC5564204	serine protease easter
OG0000310_00	XP_062707351.1	99.1	conu	Rho GTPase-activating protein conundrum
OG0000311_00	XP_001656604.1	100	LOC5577610	cuticle protein CP14.6
OG0000311_01	XP_001843473.2	98.3	LOC6032957	larval cuticle protein 65Ag1
OG0000312_00	XP_053694304.1	94.3	LOC128742111	uncharacterized protein C19orf47
OG0000313_00	XP_019555476.2	99.8	LOC109424747	uncharacterized LOC109424747
OG0000314_00	XP_021694223.1	75.6	LOC110674263	uncharacterized LOC110674263
OG0000315_00	XP_001662497.2	99.5	LOC5576149	lipase 3
OG0000321_00	XP_021706382.1	99.2	LOC110678096	uncharacterized LOC110678096
OG0000322_00	XP_038119116.1	99.8	LOC6041195	putative serine protease K12H4.7
OG0000323_00	XP_053692034.1	96.8	LOC128740515	phenoloxidase-activating factor 3-like
OG0000324_00	XP_053691222.1	99.5	LOC128739750	uncharacterized LOC128739750
OG0000325_00	XP_019540933.3	87.9	LOC109411788	odorant receptor Or2-like
OG0000326_00	XP_019553721.3	99.8	LOC109423234	uncharacterized LOC109423234
OG0000327_00	XP_001848041.2	99.2	LOC6038209	chymotrypsin-1
OG0000328_00	XP_019547198.2	99.2	LOC109417593	protein maelstrom homolog
OG0000328_01	XP_053696651.1	86.7	LOC128743960	protein maelstrom homolog
OG0000329_00	XP_029719784.1	94.3	LOC109411765	embryonic polarity protein dorsal-like
OG0000329_01	XP_019550742.2	91.5	LOC109420732	embryonic polarity protein dorsal-like
OG0000329_02	XP_021704024.1	99.2	LOC5569526	embryonic polarity protein dorsal
OG0000331_00	XP_315005.4	100	LOC1275720	tubulin beta chain
OG0000332_00	XP_001658930.1	100	LOC5570040	uncharacterized LOC5570040
OG0000332_01	XP_038111890.1	100	LOC119767415	uncharacterized LOC119767415
